time,sensor_x,sensor_y
1745836653.784146308898926,142.939989864085902,-10.370173498315276
1745836692.284158945083618,254.274261202320673,-25.220544505682447
1745836702.084032297134399,282.412411642471454,-30.189084661897819
1745836714.384615659713745,316.783057178505032,-38.850344015054830
1745836714.784582614898682,317.934466295308084,-39.023988221802099
1745836715.684456825256348,320.489450532229228,-39.788343579904975
1745836715.884450197219849,321.065183565870655,-39.875169493402808
1745836725.684324741363525,349.769851990336861,-47.883656551809516
1745836726.084338188171387,350.921394782075367,-48.057311811729370
1745836728.702101707458496,359.303191544108529,-50.979313780597977
1745836734.184322595596313,369.822157057122013,-45.244875930445090
1745836735.716001033782959,373.267706114341252,-43.665119548008491
1745836736.184313297271729,373.677004178783420,-42.830551447470768
1745836737.694753170013428,376.364302381823904,-40.740057963026061
1745836753.717086791992188,380.219946682476120,-16.446736702728415
1745836761.384232997894287,359.327660971325031,-5.660200238835452
1745836769.884473085403442,334.854289861620941,5.149620894642508
1745836771.184498310089111,331.043093632501495,6.676360772526085
1745836771.284493684768677,330.771152573435245,6.847052864092962
1745836771.884509086608887,329.001331966704356,7.525156120443871
1745836774.713873863220215,320.722470921982847,10.896708261141267
1745836775.697272062301636,316.847132250693733,11.581734757867398
1745836778.701391220092773,305.218771940547470,13.637656611747579
1745836779.684878587722778,301.278265994710125,14.148492740787233
1745836780.884307146072388,297.563940411842054,14.305585253622279
1745836781.784441709518433,294.780922992004037,14.438322558977175
1745836782.284382104873657,293.238675169168062,14.523629882121526
1745836782.484400987625122,292.616015193694352,14.539995238914898
1745836797.684067487716675,245.272925561020941,15.701092384293037
1745836808.883995056152344,210.541725604496861,17.071074130706045
1745836821.784560918807983,170.691694765225748,20.127074462394354
1745836822.484534025192261,168.516554724695737,20.283709781113625
1745836823.784535646438599,163.987104612201676,21.178021803112085
1745836831.684441804885864,139.882042467567345,21.279956859259102
1745836834.844901561737061,130.043713816702649,21.605712715320216
1745836847.640343189239502,100.050946394865747,16.394970793312321
1745836849.679026126861572,95.643316265352155,15.681840340734459
1745836873.484522104263306,80.816928723316039,13.042026698731362
1745836884.085352897644043,73.976570772551028,9.585388688388409
1745836887.684484958648682,71.463335197887005,8.537349344322234
1745836892.129671812057495,67.969830413490271,7.721608154091545
1745836896.732785940170288,66.229837804776764,6.590010983547359
